random_seed,fold,threshold,r2,C,gamma,rutina__pitch__pitch_std,rutina__pitch__pitch_skewness,rutina__pitch__pitch_kurtosis,rutina__pitch__pitch_max,rutina__pitch__pitch_min,rutina__pitch__jitter_skewness,rutina__pitch__jitter_kurtosis,rutina__pitch__jitter_max,rutina__pitch__jitter_min,rutina__pitch__shimmer_skewness,rutina__pitch__shimmer_kurtosis,rutina__pitch__shimmer_max,rutina__pitch__shimmer_min,rutina__pitch__hnr_skewness,rutina__pitch__hnr_kurtosis,rutina__pitch__hnr_max,rutina__pitch__hnr_min,rutina__pitch__query_duration,rutina__pitch__pitch_mean,rutina__pitch__jitter_mean,rutina__pitch__jitter_std,rutina__pitch__shimmer_mean,rutina__pitch__shimmer_std,rutina__pitch__hnr_mean,rutina__pitch__hnr_std
3,0,[None],-0.007512900575971759,0.0001,8157.808297352645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.015284721062819084,0.0001,8153.277835454024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.05641755335791432,0.0001,8160.1559659084805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.030496680736386006,6.661525614816892,9864.915514026085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],0.0040112656211082065,0.0001,8170.865105483299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
