random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.039308229392624794,24,0,1,0,1,0,0,0,1
3,1,[None],0.10262403650833407,6,1,1,0,1,0,1,1,1
3,2,[None],0.042498719918074856,14,0,1,1,0,1,1,0,0
3,3,[None],0.27750069271266276,3,1,1,1,1,1,0,0,1
3,4,[None],-0.012034161490683148,7,1,1,1,1,1,1,1,1
