random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.04240849293275928,205.84495275217952,0,1,1,1,1,0,1,1
3,1,[None],-0.009028346757154582,205.84495275217952,0,1,1,1,1,1,1,1
3,2,[None],-0.013638443405639133,205.84495275217952,0,1,1,1,1,0,0,0
3,3,[None],0.03121329404559159,205.84495275217952,0,1,1,1,1,1,0,0
3,4,[None],-0.01131676546165572,205.84495275217952,0,1,1,1,1,1,1,1
