random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.13527161720444703,0.0001,3027.5214607391968,1,1,1,1,1,1,1,1
3,1,[None],-0.1672590852692215,0.0001,8207.14921107132,1,1,1,1,1,1,1,1
3,2,[None],-0.16817144413636043,3.4389486726697283,9093.20402985578,1,1,1,1,1,1,1,1
3,3,[None],-0.02572576599213594,3.4389486726697283,9093.20402985578,1,1,1,1,1,1,1,1
3,4,[None],-0.22149144126358666,0.0001,8173.8800292784335,1,1,1,1,1,1,1,1
