random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.015259662256942308,27,0,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.07995870395736882,21,1,1,1,1,1,1,1,0,1,1,1
3,2,[None],-0.061221057430619785,27,1,1,0,1,1,1,0,1,1,1,1
3,3,[None],0.024509555190501242,22,0,0,1,0,1,1,1,0,1,1,1
3,4,[None],0.04383583607327879,21,1,0,1,1,1,1,1,1,1,1,0
