random_seed,fold,threshold,r2,alpha,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.020250494641920858,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.11174801479080632,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.07889324102722828,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.02036166538756712,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.009495641344956507,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
