random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.13528240393031465,0.0001,9637.39269234335,1,1,1,1,1,1,1,1
3,1,[None],-0.02956533144082596,23.55788256796224,21.515672610274425,0,1,0,0,0,1,0,0
3,2,[None],-0.17871393415401027,43.509712509398476,9436.106586554253,1,1,1,1,1,1,1,1
3,3,[None],-0.13426464058603504,0.0001,9138.586667542282,1,1,1,1,1,1,1,1
3,4,[None],-0.22145941173508477,0.0001,195.41727258005827,0,1,0,0,0,0,0,1
