random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.04605608280805473,205.84495275217952,1,1,1,1,0,1,0,0
3,1,[None],-0.034703587631863764,205.84495275217952,0,1,1,1,0,1,0,0
3,2,[None],-0.02208215465155461,205.84495275217952,0,1,1,1,0,0,0,0
3,3,[None],0.026173931947469864,205.84495275217952,0,1,1,1,0,0,0,0
3,4,[None],-0.019759464055033815,205.84495275217952,0,1,1,1,0,0,0,0
