random_seed,fold,threshold,r2,alpha,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.08295292824994327,9997.89371812806,1,0,0,0
3,1,[None],-0.06923403058065469,9999.396960457789,0,1,0,1
3,2,[None],-0.08686178241034481,9999.721489699332,1,0,0,0
3,3,[None],-0.033660583223323215,9997.89371812806,1,0,0,0
3,4,[None],-0.05042328568612442,9999.721473680102,0,1,0,0
