random_seed,fold,threshold,r2,max_depth,n_estimators,learning_rate,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.08370791825851831,1,23,0.001,1,0,1,1
3,1,[None],0.05493635400913588,4,146,0.612241041827657,1,1,1,0
3,2,[None],-0.09925107795835908,1,149,0.001,0,1,1,0
3,3,[None],0.01092942625216975,1,454,0.2595212016184169,1,1,1,1
3,4,[None],-0.07655187349746573,5,93,0.9999992256278112,0,1,0,0
