random_seed,fold,threshold,r2,alpha,rutina__word_properties__word_properties_min_concr,rutina__word_properties__word_properties_max_concr,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_median_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.02684109936665724,205.84495275217952,1,1,1,0,0,1,1,1,1,1,1
3,1,[None],0.11635303846752076,70.79585721422602,1,1,0,1,0,0,0,0,1,1,1
3,2,[None],0.02596849675859292,205.84495275217952,1,1,0,1,0,0,0,0,1,1,1
3,3,[None],0.02492813005568073,99.62168189811602,1,0,0,0,0,0,0,0,1,1,1
3,4,[None],0.015999580679103564,205.84495275217952,1,1,0,0,0,0,0,0,1,1,1
