random_seed,fold,threshold,r2,alpha,agradable__sentiment__NEG,agradable__sentiment__NEU,agradable__sentiment__POS,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,548.2535813518167,1,1,1,1,1,1,1
3,1,[None],,205.84495275217952,1,1,1,1,1,1,1
3,2,[None],,334.51381705365986,1,1,1,1,1,1,1
3,3,[None],,367.8394130376698,1,1,1,1,1,1,1
3,4,[None],,205.84495275217952,1,1,1,1,1,1,1
