random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],-0.04677063719769836,205.84495275217952,1,1,1,1
3,1,[None],0.19385399666524739,0.11634134984001064,0,1,1,0
3,2,[None],0.21040424024416204,3.715954495947135,0,1,0,0
3,3,[None],0.1863007417121445,16.90217286791715,0,1,1,0
3,4,[None],0.0852142976775715,10.452080754281285,0,1,1,0
