feature,importance
craft__verbosity__verb_count,0.1844530536842694
craft__verbosity__word_count,0.1552255043828328
craft__mlu__sentence_count,0.14394327446935493
craft__verbosity__noun_count,0.14065142319417193
craft__talking_intervals__nsyll,0.12100657411127534
craft__verbosity__adv_count,0.1069511712080386
craft__word_properties__num_syll_mean,0.051534204624781484
craft__word_properties__num_phonemes_mean,0.03727497090043512
craft__universal_dependencies__non-core_norm,0.0288856292369143
craft__verbosity__adj_count,0.022006129836297083
craft__universal_dependencies__core_norm,0.0076012870793935455
craft__mlu__mlu,0.00046677727223568894
