random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.027250438593878767,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.02268056398510998,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.02829709788341983,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.08642776478333292,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.0360297933088809,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1
