random_seed,fold,threshold,r2,n_neighbors,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.024549153979046556,33,0,1,1,1,1,1,1,1,0,1,1,1,1,1
3,1,[None],0.025988283007577828,31,1,1,0,1,1,1,1,1,1,1,1,1,1,0
3,2,[None],-0.015722301312708353,29,1,1,1,1,1,1,1,1,0,0,1,1,1,1
3,3,[None],-0.019627555172579303,18,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3,4,[None],0.03792587101959277,16,0,1,1,1,1,0,1,1,1,1,1,1,1,1
