random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],0.0037541603074103813,57.94472702173288,0,1,1,1,0,0,0,1,0,0,0,0
3,1,[None],-0.011927566332169626,205.84495275217952,0,1,1,1,1,1,1,1,0,1,0,1
3,2,[None],-0.014164533131053814,205.84495275217952,0,1,1,1,1,0,0,1,0,0,0,1
3,3,[None],0.03148101389008584,205.84495275217952,0,1,1,0,1,0,1,1,1,0,0,0
3,4,[None],-0.014246297527178875,205.84495275217952,0,1,1,1,1,0,0,1,0,0,0,0
