random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.016043944692844647,21,0,1,1,1,1,1,0,1,1,1,1,0
3,1,[None],-0.03482499699918651,26,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],0.010491338112305848,12,1,1,1,1,1,1,1,1,1,1,0,1
3,3,[None],0.02015274314214488,20,1,1,0,1,1,1,1,1,1,1,1,1
3,4,[None],0.06608544685990358,6,0,0,1,1,0,1,1,1,1,0,1,0
