random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.07789222402760942,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.06419716601418224,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.08061430185892093,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.030342676804773205,3.4389486726697283,9093.20402985578,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.04674855012533907,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1
