random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,agradable__sentiment__NEG,agradable__sentiment__NEU,agradable__sentiment__POS,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.08294886114555777,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],0.20769998114926813,0.16737277912442955,0.8907517031004873,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
3,2,[None],-0.08686361975895962,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],0.347065494396946,0.1673731601700582,0.8907517031004873,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3,4,[None],0.19546345193713577,0.1673731601700582,0.8907517031004873,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
