random_seed,fold,threshold,r2,C,gamma,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],,2.972746283994548,8748.679009361043,1,1,1,1,1,1,1
3,1,[None],,5.8084554084587285,8661.761471131736,1,1,1,1,1,1,1
3,2,[None],,6.505252793368653,9488.855377644779,1,1,1,1,1,1,1
3,3,[None],,2.804496603169467,9700.956839948287,1,1,1,1,1,1,1
3,4,[None],,8.875685496585623,8985.746670707145,1,1,1,1,1,1,1
