random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__syllable_duration_kurtosis,agradable__speech_timing__syllable_duration_skewness,agradable__speech_timing__syllable_duration_max,agradable__speech_timing__syllable_duration_min,agradable__speech_timing__pause_duration_kurtosis,agradable__speech_timing__pause_duration_skewness,agradable__speech_timing__pause_duration_max,agradable__speech_timing__pause_duration_min,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],0.011091103010395509,205.84495275217952,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1
3,1,[None],-0.02226382881124911,9997.893744805962,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
3,2,[None],-0.028044715466461145,9997.893755712681,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
3,3,[None],-0.06059520900258786,205.84495275217952,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3,4,[None],-0.03527159791270029,9997.893734513635,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
