random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__syllable_duration_kurtosis,agradable__speech_timing__syllable_duration_skewness,agradable__speech_timing__syllable_duration_max,agradable__speech_timing__syllable_duration_min,agradable__speech_timing__pause_duration_kurtosis,agradable__speech_timing__pause_duration_skewness,agradable__speech_timing__pause_duration_max,agradable__speech_timing__pause_duration_min,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.061884065922924614,290.28973175685815,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3,1,[None],0.031972977820714066,205.84495275217952,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
3,2,[None],-0.0854125301007822,9997.176745715315,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
3,3,[None],0.1721390836218224,205.84495275217952,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1
3,4,[None],0.0864564704974421,205.84495275217952,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0
