random_seed,fold,threshold,r2,n_neighbors,video_retelling__word_properties__word_properties_min_concr,video_retelling__word_properties__word_properties_max_concr,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_median_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],0.030886509045077615,29,1,0,1,1,1,1,0,0,1,0,1
3,1,[None],0.00791774135913903,33,1,1,1,0,0,1,0,1,0,1,1
3,2,[None],-0.009889988338612321,39,1,1,1,1,1,1,1,1,1,1,0
3,3,[None],0.1218518663585445,1,1,1,1,1,1,1,1,1,0,1,1
3,4,[None],0.0038791143548086993,30,0,1,1,1,1,1,1,1,1,0,1
