random_seed,fold,threshold,r2,alpha,video_retelling__word_properties__word_properties_min_concr,video_retelling__word_properties__word_properties_max_concr,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_median_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.027250438593878767,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.004357607125230256,0.05535276332334463,1,0,1,0,0,1,0,1,1,0,0
3,2,[None],-0.02829709788341983,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.04984201472491234,0.05535276401723402,0,0,1,1,0,0,0,1,1,0,0
3,4,[None],-0.0360297933088809,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1
