random_seed,fold,threshold,r2,alpha,l1_ratio,video_retelling__word_properties__word_properties_min_concr,video_retelling__word_properties__word_properties_max_concr,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_median_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.009641862866190065,4.005393919878674,0.0,0,0,0,1,0,1,1,1,0,1,0
3,1,[None],-0.02268056398510998,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.02829709788341983,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.07412724539563609,3.9702454976893677,0.0,0,0,1,1,0,1,1,1,0,1,1
3,4,[None],-0.018369088146160006,3.9621526007698216,0.0,0,0,0,1,0,0,1,1,0,1,1
