random_seed,fold,threshold,r2,alpha,video_retelling__word_properties__word_properties_min_concr,video_retelling__word_properties__word_properties_max_concr,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_median_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.00748875556940809,205.84495275217952,0,0,0,1,0,1,1,1,0,1,0
3,1,[None],-0.017392128143352892,205.84495275217952,1,1,0,0,0,1,1,1,0,0,0
3,2,[None],-0.018340361036468744,382.1751309304971,0,0,1,1,0,0,1,1,0,1,0
3,3,[None],-0.07251379198605346,205.84495275217952,0,0,1,1,0,1,1,1,0,1,1
3,4,[None],-0.015912638420825687,205.84495275217952,0,0,0,1,0,0,1,1,0,0,1
