random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.02350187418513705,20,0,1,1,0,1,1,1,0
3,1,[None],0.0018510445533274078,44,1,1,1,0,0,1,1,0
3,2,[None],-0.014061258900120333,53,1,1,1,1,1,1,1,0
3,3,[None],-0.08439867139316304,55,1,1,1,1,1,1,1,1
3,4,[None],-0.013162782172997378,26,1,1,1,1,1,1,1,1
