random_seed,fold,threshold,r2,alpha,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.02673596678448331,9999.396960457789,0,1,1,1,0,0,1,0
3,1,[None],-0.02242405898100408,9999.721473680102,0,1,0,1,0,0,0,0
3,2,[None],-0.013182321350199144,205.84495275217952,1,1,1,1,0,0,0,0
3,3,[None],-0.06715854647351915,205.84495275217952,1,1,0,0,0,0,0,1
3,4,[None],-0.03579932361986904,9997.893730801625,0,1,0,0,0,0,0,0
