random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.014701521868350942,24,1,1,1,1
3,1,[None],-0.08357652100033253,23,1,1,0,0
3,2,[None],-0.026914264805224075,20,1,1,1,1
3,3,[None],0.014475586124986117,23,1,1,1,1
3,4,[None],-0.002823854988238894,25,1,0,1,0
