random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.11709945331973926,0.05969573995096225,0.0,1,0,1,0
3,1,[None],-0.11174801479080632,3745.401194728224,0.9507143064099162,1,1,1,1
3,2,[None],0.010000914104254188,0.0720355038078767,0.017146400364794794,1,1,1,0
3,3,[None],0.05717993365128771,0.3699259684921263,0.05503605676629367,1,0,1,1
3,4,[None],0.014345069578333147,0.21663322560041554,0.2140473474892111,1,0,0,0
