random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],-0.0144060346976147,205.84495275217952,1,0,1,1
3,1,[None],-0.11174582943739164,9997.176732864129,0,0,1,0
3,2,[None],0.011551535868549179,1.9607379908137395,1,1,1,0
3,3,[None],-0.009201337989580116,205.84495275217952,1,0,0,1
3,4,[None],-0.009431878012292616,9999.777731436207,1,0,0,0
