feature,importance
fugu__universal_dependencies__non-dependency_norm,0.3228390004140739
fugu__talking_intervals__pause_duration_mean,0.1282458031043038
fugu__verbosity__ratio_verb_over_total,0.11359475419950651
fugu__talking_intervals__speechrate,0.09878585941430872
fugu__universal_dependencies__core_norm,0.07982248580104685
fugu__verbosity__ratio_noun_over_total,0.06413797276843554
fugu__talking_intervals__syllable_duration_mean,0.04865606012894869
fugu__word_properties__log_frq_mean,0.037301940230739475
fugu__verbosity__ratio_adj_over_total,0.03296822755778473
fugu__mlu__mlu,0.027133775812303272
fugu__word_properties__concreteness_mean,0.026903125680078466
fugu__word_properties__num_phonemes_mean,0.014937004199462367
fugu__universal_dependencies__nominal_norm,0.0046739906890076515
