random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.08241055887937354,9997.176732864129,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,1,[None],-0.04573480857706125,205.84495275217952,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
3,2,[None],0.3171465857710143,1.3550129831669406,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0
3,3,[None],0.011085794497194157,205.84495275217952,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1
3,4,[None],-0.022203676124369354,205.84495275217952,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
