random_seed,fold,threshold,r2,n_neighbors,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.02038407553910937,17,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
3,1,[None],-0.01945301785049036,19,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3,2,[None],-0.07114553950782243,26,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
3,3,[None],-0.02545385119432031,23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.02913361962685923,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
