random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.11797742711643955,0.08846529412399848,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0
3,1,[None],0.1889784858670378,0.08307321579371903,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
3,2,[None],0.22986893452930834,0.06566627968388389,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
3,3,[None],-0.03366583541147117,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],0.043889484815844204,0.15771746018545196,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
