random_seed,fold,threshold,r2,alpha,agradable__sentiment__NEG,agradable__sentiment__NEU,agradable__sentiment__POS,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.08291661214535728,9997.89374436746,0,0,1,0,0,0,0,0,0,0
3,1,[None],-0.06843014429906358,9997.893730364509,0,1,1,0,1,0,0,1,0,0
3,2,[None],-0.057008288509608596,205.84495275217952,0,1,0,0,0,0,1,1,0,1
3,3,[None],0.006805584009364596,205.84495275217952,0,0,1,1,0,0,0,1,0,1
3,4,[None],0.011243435141255587,205.84495275217952,0,1,1,0,1,0,0,1,0,0
