random_seed,fold,threshold,r2,C,gamma,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__syllable_duration_kurtosis,agradable__speech_timing__syllable_duration_skewness,agradable__speech_timing__syllable_duration_max,agradable__speech_timing__syllable_duration_min,agradable__speech_timing__pause_duration_kurtosis,agradable__speech_timing__pause_duration_skewness,agradable__speech_timing__pause_duration_max,agradable__speech_timing__pause_duration_min,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.02260072649178335,73.19942098174633,5986.584882104518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.015306531687288016,0.0001,9689.867125806952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.05640894135160979,0.0001,1208.5920142075076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.03770114846219297,0.11104149608074532,1207.774307280604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],0.009971660251846481,0.3011395078891146,9700.385240302232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
