feature,importance
P__properties__sa_num_phon_promedio,0.22169800890618807
P__properties__sa_num_syll_promedio,0.18312083992547784
P__vr__count,0.15053630752700148
P__properties__log_frq_promedio,0.13365528476770405
P__properties__concreteness_imputada_std,0.0737843588685945
P__properties__sa_NP__std,0.06907844365114182
P__properties__concreteness_imputada_promedio,0.056275517474920184
P__properties__sa_NP__promedio,0.053405286733647
P__properties__sa_num_syll_std,0.04516994669103253
P__properties__log_frq_std,0.013276005454292564
