random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.011089317546187472,9997.89371812806,0,1,0,1,0,0,1
3,1,[None],-0.026157784000010453,9997.893728409634,0,1,0,1,0,0,0
3,2,[None],0.05381657777525917,19.09868079027627,0,1,1,0,1,1,1
3,3,[None],-0.021380639615153685,9997.893733832638,0,0,0,1,0,0,1
3,4,[None],-0.028011882698399715,9997.893733030218,0,0,0,0,1,0,0
