random_seed,fold,threshold,r2,C,gamma,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.04445061938952666,5.672406656692101,9703.349114802708,1,1,1,1,1,1,1
3,1,[None],-0.10275934006867793,5.8084554084587285,8661.761471131736,1,1,1,1,1,1,1
3,2,[None],-0.10578046814534492,83.2442808357781,2123.391185548851,1,1,1,1,1,1,1
3,3,[None],-0.07632794111392793,18.182578538213342,1834.0451801938873,1,1,1,1,1,1,1
3,4,[None],-0.091873685069644,5.477128152164321,9490.798785141662,1,1,1,1,1,1,1
