random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.0027527676521705846,42,0,0,1,0,1,1,1,1
3,1,[None],0.004539916121524601,38,1,0,1,0,1,1,1,1
3,2,[None],-0.01999529033687919,24,1,1,1,1,1,1,0,1
3,3,[None],-0.0017750292305727111,42,1,1,1,1,1,1,0,1
3,4,[None],-0.01935956876025058,54,1,1,1,1,1,1,1,1
