random_seed,fold,threshold,r2,max_depth,n_estimators,learning_rate,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,6,156,0.520547953156633,1,1,1,1
