random_seed,fold,threshold,r2,alpha,l1_ratio,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,0.5270564127630339,0.0,1,1,1,1
