random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.027491455689246824,26.07435356264918,0,1,1,1,1,0,0
3,1,[None],-0.0008459606632011951,205.84495275217952,0,1,0,1,1,1,0
3,2,[None],-0.028105464194938756,9997.89371812806,0,0,0,1,1,1,0
3,3,[None],-0.08111912524075282,380.2918390727881,0,0,0,1,0,1,1
3,4,[None],0.0438642313511306,10.696040897549567,0,1,1,1,1,1,0
