random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.011608302264987769,0.16737280980870695,0.8907517031004873,1,1,1,0,1,1,1
3,1,[None],0.004812012639615837,0.16737280980870695,0.8907517031004873,0,0,1,1,0,1,1
3,2,[None],-0.02829709788341983,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,3,[None],-0.08642776478333292,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,4,[None],-0.01370329123642966,3.949741064798625,0.0,0,1,0,1,1,1,1
