feature,importance
P__timing__speechrate,0.23326685828145816
P__timing__nsyll,0.21624174751948608
P__timing__pause_duration_mean,0.16645340239977396
P__timing__pause_duration_std,0.08094014955545453
P__properties__sa_num_syll_promedio,0.062118397172210335
P__properties__sa_num_phon_promedio,0.05107015589155451
P__timing__npauses,0.05101332672380271
P__properties__log_frq_promedio,0.036292586646666396
P__properties__concreteness_imputada_std,0.023235915089396042
P__timing__syllable_duration_mean,0.01652917976036724
P__properties__sa_num_syll_std,0.016259429282758496
P__properties__sa_num_phon_std,0.013057489808471757
P__properties__osv,0.012930925616479414
P__properties__sa_NP__std,0.008018236643732609
P__properties__concreteness_imputada_promedio,0.004966446446495691
P__properties__granularidad_std,0.0036459152498141568
P__timing__syllable_duration_std,0.0035710722113969835
P__properties__granularidad_promedio,0.00038417553626321634
P__properties__log_frq_std,4.5901644175754984e-06
