random_seed,fold,threshold,r2,n_neighbors,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.04727098825792353,36,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
3,1,[None],0.019913951073616154,44,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.009660930395243517,50,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
3,3,[None],-0.05841196151634054,38,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
3,4,[None],-0.030659091070724065,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
