random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.010546428427744337,560.9220537544741,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0
3,1,[None],-0.02209873697370468,9999.396960457789,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
3,2,[None],-0.022643999094801526,1253.3247900262352,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
3,3,[None],-0.05256378399238404,205.84495275217952,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1
3,4,[None],-0.03535592034377655,9999.721490586051,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
