random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.08229857916177519,9999.396960457789,0,0,0,0,0,0,0,1,0,1,1
3,1,[None],-0.01470333971897042,205.84495275217952,0,1,0,0,1,0,0,1,0,1,1
3,2,[None],-0.049343245905731026,205.84495275217952,0,0,0,1,1,0,1,1,0,1,0
3,3,[None],0.014306957698182687,205.84495275217952,1,1,0,0,1,0,1,1,0,0,1
3,4,[None],0.015575734556199539,205.84495275217952,0,1,0,0,1,0,0,1,1,1,1
