random_seed,fold,threshold,r2,C,gamma,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],-0.007512900575971759,0.0001,8157.808297352645,1,1,1,1,1,1,1
3,1,[None],-0.015284721062819084,0.0001,8153.277835454024,1,1,1,1,1,1,1
3,2,[None],-0.05641755335791432,0.0001,8160.1559659084805,1,1,1,1,1,1,1
3,3,[None],-0.030496680736386006,6.661525614816892,9864.915514026085,1,1,1,1,1,1,1
3,4,[None],0.0040112656211082065,0.0001,8170.865105483299,1,1,1,1,1,1,1
