random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],-0.020250494641920858,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,1,[None],-0.11174801479080632,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,2,[None],0.01200561782500087,0.5154835890270155,0.4761765946569836,0,1,1,1,0,0,0
3,3,[None],-0.02036166538756712,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,4,[None],-0.009495641344956507,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
