random_seed,fold,threshold,r2,n_neighbors,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.04703499392931576,18,1,0,1,1,0,1,1
3,1,[None],-0.0591054789807397,11,1,1,1,1,1,1,1
3,2,[None],0.02840996150715036,13,0,1,1,1,0,0,0
3,3,[None],0.049812221421072334,23,1,1,1,0,0,1,1
3,4,[None],-0.009223622815144328,27,1,0,1,1,1,0,1
