random_seed,fold,threshold,r2,n_neighbors,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],0.005543443311305407,31,1,1,0,1,1,0,1,1
3,1,[None],0.0037323722766562373,33,1,1,0,1,1,1,1,0
3,2,[None],-0.010744183276268249,39,1,0,1,1,1,1,1,1
3,3,[None],0.08092123301084952,2,1,0,1,1,1,1,0,0
3,4,[None],0.011800588865808481,28,1,0,0,1,1,1,1,1
