random_seed,fold,threshold,r2,alpha,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.01240077783748128,205.84495275217952,0,0,1,1,1,0,1,0
3,1,[None],-0.019839870456521913,205.84495275217952,0,0,1,1,1,0,0,0
3,2,[None],-0.02165904963558285,338.74150849312446,1,0,0,1,1,0,1,0
3,3,[None],-0.07592748140374339,205.84495275217952,1,0,1,1,1,0,1,1
3,4,[None],-0.019024108683859176,205.84495275217952,0,0,0,1,1,0,0,1
