random_seed,fold,threshold,r2,alpha,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS,video_retelling__speech_timing__nsyll,video_retelling__speech_timing__npauses,video_retelling__speech_timing__speechrate,video_retelling__speech_timing__mean_syllable_duration,video_retelling__speech_timing__syllable_duration_std,video_retelling__speech_timing__mean_pause_duration,video_retelling__speech_timing__pause_duration_std,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.08279602939124131,9997.893731893719,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3,1,[None],-0.043566796314533196,205.84495275217952,0,1,0,1,1,1,0,1,1,1,0,1,0,1
3,2,[None],-0.086133613214884,9999.396982063769,0,0,1,0,1,1,0,0,0,1,1,0,0,0
3,3,[None],-0.03348837601175503,9999.396960457789,1,1,1,1,0,1,1,0,0,0,1,0,0,0
3,4,[None],-0.05010488256573353,9999.72149241361,0,0,0,0,1,0,0,0,1,1,0,1,0,0
