random_seed,fold,threshold,r2,n_neighbors,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],0.04674889128749948,17,1,0,1,1,1,0,1,1
3,1,[None],-0.021158291666392826,54,1,1,1,0,1,1,1,1
3,2,[None],-0.016035364029255428,24,1,1,1,1,1,0,1,1
3,3,[None],0.04266390549292198,11,1,1,1,1,1,0,1,1
3,4,[None],0.07322350332792604,16,0,0,1,0,1,0,1,1
