random_seed,fold,threshold,r2,C,gamma,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],,2.9906960572692114,9702.670270235933,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],,2.0585473711308153,9699.098524628958,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],,15.601948442379607,1559.9452877625745,1,1,1,1,1,1,1,1,1,1,1,1,1,1
