random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.04211792256201152,2.1567540480516794,0.0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
3,1,[None],0.08249589946245373,2.239530766177238,0.0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
3,2,[None],-0.02829709788341983,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],0.05935783264975569,0.16737277912442955,0.8907517031004873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,[None],0.02576743282595173,3.9849058985642922,0.0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
