random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.010434383521693569,9997.893729214655,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0
3,1,[None],-0.02543855088171587,9999.39697115913,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1
3,2,[None],-0.05038104437940527,9999.396960457789,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
3,3,[None],-0.020969365482271796,9999.721494709678,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0
3,4,[None],-0.010006015213227082,205.84495275217952,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
