random_seed,fold,threshold,r2,alpha,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,9997.89372950936,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],,205.84495275217952,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],,9997.893731041691,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],,9997.89371812806,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],,205.84495275217952,1,1,1,1,1,1,1,1,1,1,1
