random_seed,fold,threshold,r2,max_depth,n_estimators,learning_rate,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.12292097834544569,8,28,0.056442065722795406,1,0,0,0,1,1,1
3,1,[None],0.05543220722818032,2,146,0.366995481450398,0,0,0,0,1,1,0
3,2,[None],-0.09064268499583839,1,148,0.001,1,1,0,0,1,1,0
3,3,[None],0.0026707269147083768,1,441,0.04753674268875102,0,1,1,1,1,1,1
3,4,[None],-0.03898399408563136,7,85,0.001,0,0,0,0,1,0,0
