random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.03224310000978392,0.7091423461164046,0.0,1,1,0,0
3,1,[None],0.10491420447060029,0.13066580799055744,0.3364596393598072,0,1,1,0
3,2,[None],0.2132306354606791,0.1136605812544821,0.29674641268699653,0,1,0,0
3,3,[None],0.2281232336567388,0.21744191090051473,0.10241065246950155,0,1,0,0
3,4,[None],0.07296552912658427,0.21511262129515213,0.4891852030298195,0,1,1,0
