random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.020250494641920858,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],0.02410999043374784,0.7448148902649516,0.37024327371105226,0,1,1,0,1,1,0,0,0,0,1,0,0,1
3,2,[None],-0.07889324102722828,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],0.006217069585276569,1.288257331625192,0.7556873954140674,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.009495641344956507,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1,1,1,1,1,1,1
